dog_breed,description,image
havanezer,"Chó Havana, một loài thuộc loại chó Bichon, là loài chó quốc gia của Cuba, được phát triển từ giống Chó Blanquito de la Habana, có nghĩa là ""con chó trắng nhỏ của Havana"", hiện nay đã tuyệt chủng. Chó Blanquito trước đó cũng được phát triển từ giống chó đã tuyệt chủng Bichon Tenerife. Người ta tin rằng giống chó Blanquito cuối cùng đã được lai với các giống chó thuộc loại Bichon khác, bao gồm cả Chó Poodle, để tạo ra giống chó hiện nay được gọi là Havana. Đôi khi chó Havana cũng được gọi là ""Chó lông mượt Havana"", đây từng là tên gọi khác của Chó Blanquito de la Habana.
Chó Havana có kích thước nhỏ và thân hình cường tráng với một cái đuôi dựng đứng trên lưng, tai buông thả và thường gập lại. Bộ lông của giống chó này dày, dài, mượt mà và có thể có nhiều màu sắc. Chó Havana có một tính cách hung hăng, khuynh hướng tò mò và là dáng đi nẩy lên đáng chú ý của giống chó này, một đặc điểm giúp phân biệt nó với tất cả các giống chó khác. Havana được coi là một vật nuôi gia đình lý tưởng và một con chó đồng hành thực sự. Chúng có khả năng thích ứng cao với hầu hết mọi môi trường. Do tính cách hội nhập mạnh mẽ của chúng, Havana sẽ không phát triển mạnh trong một môi trường mà chúng bị cô lập trong vài giờ mỗi ngày.
Tên khác: Chó Bichon Havana Cuba, Bichon Havanês, Havaneser, Havanezer, Bichon Habanero
Nguồn gốc: Cuba
Đặc điểm
Nặng: 7–14 lb (3–6 kg)[chuyển đổi: tùy chọn không hợp lệ]
Cao: 23–27 cm (9–11 in)
Bộ lông: Bộ lông hai lớp rất mềm
Màu: Đủ màu sắc
Tuổi thọ: 14-16 năm",https://upload.wikimedia.org/wikipedia/commons/e/ed/A_Havanese_judging.jpg
bichon habanero,"Chó Havana, một loài thuộc loại chó Bichon, là loài chó quốc gia của Cuba, được phát triển từ giống Chó Blanquito de la Habana, có nghĩa là ""con chó trắng nhỏ của Havana"", hiện nay đã tuyệt chủng. Chó Blanquito trước đó cũng được phát triển từ giống chó đã tuyệt chủng Bichon Tenerife. Người ta tin rằng giống chó Blanquito cuối cùng đã được lai với các giống chó thuộc loại Bichon khác, bao gồm cả Chó Poodle, để tạo ra giống chó hiện nay được gọi là Havana. Đôi khi chó Havana cũng được gọi là ""Chó lông mượt Havana"", đây từng là tên gọi khác của Chó Blanquito de la Habana.
Chó Havana có kích thước nhỏ và thân hình cường tráng với một cái đuôi dựng đứng trên lưng, tai buông thả và thường gập lại. Bộ lông của giống chó này dày, dài, mượt mà và có thể có nhiều màu sắc. Chó Havana có một tính cách hung hăng, khuynh hướng tò mò và là dáng đi nẩy lên đáng chú ý của giống chó này, một đặc điểm giúp phân biệt nó với tất cả các giống chó khác. Havana được coi là một vật nuôi gia đình lý tưởng và một con chó đồng hành thực sự. Chúng có khả năng thích ứng cao với hầu hết mọi môi trường. Do tính cách hội nhập mạnh mẽ của chúng, Havana sẽ không phát triển mạnh trong một môi trường mà chúng bị cô lập trong vài giờ mỗi ngày.
Tên khác: Chó Bichon Havana Cuba, Bichon Havanês, Havaneser, Havanezer, Bichon Habanero
Nguồn gốc: Cuba
Đặc điểm
Nặng: 7–14 lb (3–6 kg)[chuyển đổi: tùy chọn không hợp lệ]
Cao: 23–27 cm (9–11 in)
Bộ lông: Bộ lông hai lớp rất mềm
Màu: Đủ màu sắc
Tuổi thọ: 14-16 năm",https://upload.wikimedia.org/wikipedia/commons/e/ed/A_Havanese_judging.jpg
ibizan hound,"Chó săn Ibizan (tiếng Tây Ban Nha: podenco ibicenco, tiếng Catalan: ca eivissenc) là một con chó gầy, nhanh nhẹn thuộc họ chó săn. Có hai loại lông của giống: mượt và dây. Loại thường thấy hơn là loại trơn. Một số cho rằng có một loại thứ ba, dài, nhưng lông dài rất có thể là một biến thể của dây.",https://upload.wikimedia.org/wikipedia/commons/e/ef/Podenco_z_ibizy_645.jpg
săn ibizan,"Chó săn Ibizan (tiếng Tây Ban Nha: podenco ibicenco, tiếng Catalan: ca eivissenc) là một con chó gầy, nhanh nhẹn thuộc họ chó săn. Có hai loại lông của giống: mượt và dây. Loại thường thấy hơn là loại trơn. Một số cho rằng có một loại thứ ba, dài, nhưng lông dài rất có thể là một biến thể của dây.",https://upload.wikimedia.org/wikipedia/commons/e/ef/Podenco_z_ibizy_645.jpg
icelandic sheepdog,"Chó chăn cừu Iceland (tiếng Iceland: Íslenskur fjárhundur [ˈistlɛnskʏr ˈfjaurˌhʏntʏr̥]) là một giống chó thuộc loại chó Spitz có nguồn gốc từ những con chó được người Viking mang đến Iceland. Nó thuộc loại tương tự như Buhund Na Uy, Shetland Sheepdog và Welsh Corgi. Chúng thường được sử dụng để chăn cừu ở vùng nông thôn Iceland.",https://upload.wikimedia.org/wikipedia/commons/7/74/Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg
chăn cừu iceland,"Chó chăn cừu Iceland (tiếng Iceland: Íslenskur fjárhundur [ˈistlɛnskʏr ˈfjaurˌhʏntʏr̥]) là một giống chó thuộc loại chó Spitz có nguồn gốc từ những con chó được người Viking mang đến Iceland. Nó thuộc loại tương tự như Buhund Na Uy, Shetland Sheepdog và Welsh Corgi. Chúng thường được sử dụng để chăn cừu ở vùng nông thôn Iceland.",https://upload.wikimedia.org/wikipedia/commons/7/74/Icelandic_Sheepdog_Alisa_von_Lehenberg.jpg
irish red and white setter,"Setter đỏ trắng là giống chó săn lâu đời của Ái Nhĩ Lan và nó đã rất phù hợp trên những đồng cỏ rộng lớn. Nó được coi là giống chó săn của tầng lớp quý tộc cũ, gắn liền với nguồn gốc của Setter đỏ. Là một giống chó tha mồi. Năm 1944 hiệu hội R-W Setter của Ái Nhĩ Lan được thành lập, vào 1984, chúng được công nhận bởi AKC của Mỹ. Con đực cao từ 62–66 cm, con cái cao 56–61 cm. Chúng nặng trung bình từ 25–34 kg. Đầu hơi dài, mắt tròn, mồm rộng, kiểu hộp vuông, tai cụp và dài. Lông màu trắng nền chủ đạo với khoang vàng-cam-đỏ trên cơ thể. Bộ lông dài tơ mượt phủ trên cơ thể tạo nên vẻ duyên dáng.
Biệt hiệu: Irish R&W Setter, IRWS
Nguồn gốc: Ireland
Đặc điểm
Nặng: 50 đến 70 lb (23 đến 32 kg)
Cao: Đực: 24 đến 26 inch (610 đến 660 mm)
Cái: 22,5 đến 24 inch (570 đến 610 mm)
Màu: Đỏ và trắng
Tuổi thọ: 10–12 năm",https://upload.wikimedia.org/wikipedia/commons/b/b4/Rzesz%C3%B3w_Irish_Red_and_White_Setter_1pl.jpg
setter đỏ trắng,"Setter đỏ trắng là giống chó săn lâu đời của Ái Nhĩ Lan và nó đã rất phù hợp trên những đồng cỏ rộng lớn. Nó được coi là giống chó săn của tầng lớp quý tộc cũ, gắn liền với nguồn gốc của Setter đỏ. Là một giống chó tha mồi. Năm 1944 hiệu hội R-W Setter của Ái Nhĩ Lan được thành lập, vào 1984, chúng được công nhận bởi AKC của Mỹ. Con đực cao từ 62–66 cm, con cái cao 56–61 cm. Chúng nặng trung bình từ 25–34 kg. Đầu hơi dài, mắt tròn, mồm rộng, kiểu hộp vuông, tai cụp và dài. Lông màu trắng nền chủ đạo với khoang vàng-cam-đỏ trên cơ thể. Bộ lông dài tơ mượt phủ trên cơ thể tạo nên vẻ duyên dáng.
Biệt hiệu: Irish R&W Setter, IRWS
Nguồn gốc: Ireland
Đặc điểm
Nặng: 50 đến 70 lb (23 đến 32 kg)
Cao: Đực: 24 đến 26 inch (610 đến 660 mm)
Cái: 22,5 đến 24 inch (570 đến 610 mm)
Màu: Đỏ và trắng
Tuổi thọ: 10–12 năm",https://upload.wikimedia.org/wikipedia/commons/b/b4/Rzesz%C3%B3w_Irish_Red_and_White_Setter_1pl.jpg
irish setter,"Irish Setter là giống chó săn có chung nguồn gốc với Setter đỏ trắng thuộc dòng Setter. Trong chúng có dòng máu của Water Spainiel lai với Gordon Setter và Springer Spainel, nguồn gốc chính ở Ái Nhĩ Lan và có liên quan đến một số giống chó ở Scotland và Anh. Sự xuất hiện của nó bắt đầu vào thế kỉ 19 khi những người nuôi đã tạo ra 1 giống chó Setter với màu đỏ đặc trưng. Irish Setter đã du nhập vào Mĩ từ đầu những nắm 1900. Con đực cao 58–67 cm, con cái 55–62 cm. Hình dáng tương tự như 3 giống Setter còn lại chỉ khác về màu đỏ chủ đạo trên toàn cơ thể.Đây là một loại chó hiếm thấy ở Việt Nam.",https://upload.wikimedia.org/wikipedia/commons/1/16/CVW_Setter.jpg
setter,"Irish Setter là giống chó săn có chung nguồn gốc với Setter đỏ trắng thuộc dòng Setter. Trong chúng có dòng máu của Water Spainiel lai với Gordon Setter và Springer Spainel, nguồn gốc chính ở Ái Nhĩ Lan và có liên quan đến một số giống chó ở Scotland và Anh. Sự xuất hiện của nó bắt đầu vào thế kỉ 19 khi những người nuôi đã tạo ra 1 giống chó Setter với màu đỏ đặc trưng. Irish Setter đã du nhập vào Mĩ từ đầu những nắm 1900. Con đực cao 58–67 cm, con cái 55–62 cm. Hình dáng tương tự như 3 giống Setter còn lại chỉ khác về màu đỏ chủ đạo trên toàn cơ thể.Đây là một loại chó hiếm thấy ở Việt Nam.",https://upload.wikimedia.org/wikipedia/commons/1/16/CVW_Setter.jpg
irish terrier,"Chó sục Ireland (tiếng Ai-len: Brocaire Rua) là giống chó có nguồn gốc từ Ireland, một trong nhiều giống chó sục. Chó sục Ireland được coi là một trong những giống chó sục lâu đời nhất. Chương trình chó Dublin năm 1873 là chương trình đầu tiên cung cấp một phân loại cho chủng loài này. Vào những năm 1880, Chó sục Ireland là giống phổ biến thứ tư ở Ireland và Anh.
Chó sục Ireland là một giống chó có kích thước nhỏ gọn và năng động, phù hợp cho cuộc sống ở cả môi trường nông thôn lẫn thành phố. Bộ lông màu đỏ xù xì của nó bảo vệ nó khỏi mọi loại thời tiết.",https://upload.wikimedia.org/wikipedia/commons/5/56/IrishTerrierSydenhamHillWoods.jpg
sục ireland,"Chó sục Ireland (tiếng Ai-len: Brocaire Rua) là giống chó có nguồn gốc từ Ireland, một trong nhiều giống chó sục. Chó sục Ireland được coi là một trong những giống chó sục lâu đời nhất. Chương trình chó Dublin năm 1873 là chương trình đầu tiên cung cấp một phân loại cho chủng loài này. Vào những năm 1880, Chó sục Ireland là giống phổ biến thứ tư ở Ireland và Anh.
Chó sục Ireland là một giống chó có kích thước nhỏ gọn và năng động, phù hợp cho cuộc sống ở cả môi trường nông thôn lẫn thành phố. Bộ lông màu đỏ xù xì của nó bảo vệ nó khỏi mọi loại thời tiết.",https://upload.wikimedia.org/wikipedia/commons/5/56/IrishTerrierSydenhamHillWoods.jpg
irish water spaniel,"Irish Water Spaniel là một giống chó mạnh mẽ, lanh lợi có nguồn gốc từ Ireland. Bộ lông, bao gồm các lọn tóc dày đặc, rụng rất ít. [1] (xem Moult) Màu lông có màu vàng da và có màu tím rất rõ ràng không giống như màu của bất kỳ giống chó nào khác đã biết. [cần dẫn nguồn] Đặc tính không rụng của bộ lông có nghĩa là những người thường dị ứng với chó có thể ít bị phản ứng dị ứng với Irish Water Spaniels (xem phần không gây dị ứng).
Chúng là loài lớn nhất trong nhóm Spaniel. Chó có chiều cao từ 22 đến 24 inch (56–61 cm), và nặng từ 55 đến 65 pound (25–30 kg). Như tên của chúng có nghĩa là những con chó này yêu nước.",https://upload.wikimedia.org/wikipedia/commons/6/67/Irlandzki_spaniel_wodny_676.jpg
nước ireland,"Irish Water Spaniel là một giống chó mạnh mẽ, lanh lợi có nguồn gốc từ Ireland. Bộ lông, bao gồm các lọn tóc dày đặc, rụng rất ít. [1] (xem Moult) Màu lông có màu vàng da và có màu tím rất rõ ràng không giống như màu của bất kỳ giống chó nào khác đã biết. [cần dẫn nguồn] Đặc tính không rụng của bộ lông có nghĩa là những người thường dị ứng với chó có thể ít bị phản ứng dị ứng với Irish Water Spaniels (xem phần không gây dị ứng).
Chúng là loài lớn nhất trong nhóm Spaniel. Chó có chiều cao từ 22 đến 24 inch (56–61 cm), và nặng từ 55 đến 65 pound (25–30 kg). Như tên của chúng có nghĩa là những con chó này yêu nước.",https://upload.wikimedia.org/wikipedia/commons/6/67/Irlandzki_spaniel_wodny_676.jpg
irish wolfhound,"Chó săn sói Ireland (tiếng Ireland: Cú Faoil) là một giống chó trong nhà (Canis lupus familiaris), đặc biệt là một giống chó săn có kích thước rất lớn có nguồn gốc từ Ireland. Tên của giống chó này bắt nguồn từ mục đích của nó — săn sói với chó — hơn là từ ngoại hình của nó. Ban đầu được phát triển từ những con chó săn dùng trong chiến tranh cho đến khi trở thành chó săn phục vụ săn bắn và bảo vệ, Chó săn sói Ireland có thể là một những giống chó đồ sộ nhất do kích thước lớn khủng khiếp của chúng.",https://upload.wikimedia.org/wikipedia/commons/0/03/Irish_Wolfhound_3.jpg
săn sói ireland,"Chó săn sói Ireland (tiếng Ireland: Cú Faoil) là một giống chó trong nhà (Canis lupus familiaris), đặc biệt là một giống chó săn có kích thước rất lớn có nguồn gốc từ Ireland. Tên của giống chó này bắt nguồn từ mục đích của nó — săn sói với chó — hơn là từ ngoại hình của nó. Ban đầu được phát triển từ những con chó săn dùng trong chiến tranh cho đến khi trở thành chó săn phục vụ săn bắn và bảo vệ, Chó săn sói Ireland có thể là một những giống chó đồ sộ nhất do kích thước lớn khủng khiếp của chúng.",https://upload.wikimedia.org/wikipedia/commons/0/03/Irish_Wolfhound_3.jpg
italian greyhound,Chó săn xám Ý (Italian Greyhound) là một giống chó săn có nguồn gốc từ nước Ý. Đây là nhóm chó theo thể loại chó săn đuổi. Italian Greyhound còn có tên khác là Piccolo Levrieri Italiani.,https://upload.wikimedia.org/wikipedia/commons/3/32/Italian_Greyhound_Sakura.jpg
săn xám ý,Chó săn xám Ý (Italian Greyhound) là một giống chó săn có nguồn gốc từ nước Ý. Đây là nhóm chó theo thể loại chó săn đuổi. Italian Greyhound còn có tên khác là Piccolo Levrieri Italiani.,https://upload.wikimedia.org/wikipedia/commons/3/32/Italian_Greyhound_Sakura.jpg
japanese chin,"Chó Nhật là giống chó của hoàng gia Nhật. Giống chó này thường được nuôi làm cảnh hoặc để bầu bạn.
Tuổi thọ: 12 đến 14 năm
Tính khí: Thông minh, Trung thành, Độc lập, Cảnh giác, Loving, Như mèo
Nguồn gốc: Nhật Bản, Trung Quốc
Khối lượng: 1,4 – 6,8 kg",https://upload.wikimedia.org/wikipedia/commons/2/21/Japanese_Chin_dog.jpg
nhật,"Chó Nhật là giống chó của hoàng gia Nhật. Giống chó này thường được nuôi làm cảnh hoặc để bầu bạn.
Tuổi thọ: 12 đến 14 năm
Tính khí: Thông minh, Trung thành, Độc lập, Cảnh giác, Loving, Như mèo
Nguồn gốc: Nhật Bản, Trung Quốc
Khối lượng: 1,4 – 6,8 kg",https://upload.wikimedia.org/wikipedia/commons/2/21/Japanese_Chin_dog.jpg
keeshond,"Được dịch từ tiếng Anh-Keeshond là một con chó cỡ trung bình với bộ lông hai lớp sang trọng, màu bạc và lông đen với một lớp lông xù và một cái đuôi cuộn tròn. Nó có nguồn gốc ở Hà Lan, và họ hàng gần nhất của nó là các giống chó Đức như Großspitz, Mittelspitz, Kleinspitz, Zwergspitz hoặc Pomeranian. Wikipedia (tiếng Anh)
Nguồn gốc: Đức, Hà Lan
Chiều cao: 43 – 46 cm (Trưởng thành, Chiều cao tính từ vai)
Các màu: Đen, Black & Silver, Bạc, Xám, Grey & Black, Grey Cream & Black
Tính khí: Lanh lợi, Hay vui đùa, Agile, Vâng lời, Quick, Sturdy
Khối lượng: 14 – 18 kg (Trưởng thành)
Tuổi thọ: 13 đến 15 năm",https://upload.wikimedia.org/wikipedia/commons/2/26/Keeshond_Majic_standing_cropped.jpg
kerry blue terrier,"Chó sục xanh Kerry, còn được gọi là Chó sục xanh Ireland (tiếng Ireland: Brocaire Gorm) là một giống chó[1] ban đầu được nuôi để kiểm soát các động vật ""gây hại"" bao gồm chuột, thỏ, lửng, cáo, rái cá và thỏ rừng, nhưng sau đó, theo thời gian Kerry trở thành một con chó làm việc chung được sử dụng cho nhiều công việc khác nhau bao gồm chăn gia súc và cừu, và cũng đóng vai trò một chó bảo vệ. Ngày nay, Kerry đã lan rộng khắp thế giới như một giống chó đóng vai trò người bạn trung thành và còn là giống chó phục vụ trong lao động. Mặc dù giống chó sục xanh Kerry từng có một chiến thắng trước giống chó Cruft (chương trình trình diễn chó quan trọng nhất của Anh) vào năm 2000,[2] giống chó này vẫn được đánh giá là một ""không hợp thời"",[3] và không phổ biến lắm; tuy nhiên, nó không đến nỗi hiếm có như một số giống chó sục khác như Chó sục Skye, Chó sục Sealyham và Chó sục Dandie Dinmont.",https://upload.wikimedia.org/wikipedia/commons/f/f4/Kerry_Blue_Terrier.jpg
sục xanh kerry,"Chó sục xanh Kerry, còn được gọi là Chó sục xanh Ireland (tiếng Ireland: Brocaire Gorm) là một giống chó[1] ban đầu được nuôi để kiểm soát các động vật ""gây hại"" bao gồm chuột, thỏ, lửng, cáo, rái cá và thỏ rừng, nhưng sau đó, theo thời gian Kerry trở thành một con chó làm việc chung được sử dụng cho nhiều công việc khác nhau bao gồm chăn gia súc và cừu, và cũng đóng vai trò một chó bảo vệ. Ngày nay, Kerry đã lan rộng khắp thế giới như một giống chó đóng vai trò người bạn trung thành và còn là giống chó phục vụ trong lao động. Mặc dù giống chó sục xanh Kerry từng có một chiến thắng trước giống chó Cruft (chương trình trình diễn chó quan trọng nhất của Anh) vào năm 2000,[2] giống chó này vẫn được đánh giá là một ""không hợp thời"",[3] và không phổ biến lắm; tuy nhiên, nó không đến nỗi hiếm có như một số giống chó sục khác như Chó sục Skye, Chó sục Sealyham và Chó sục Dandie Dinmont.",https://upload.wikimedia.org/wikipedia/commons/f/f4/Kerry_Blue_Terrier.jpg
sục xanh ireland,"Chó sục xanh Kerry, còn được gọi là Chó sục xanh Ireland (tiếng Ireland: Brocaire Gorm) là một giống chó[1] ban đầu được nuôi để kiểm soát các động vật ""gây hại"" bao gồm chuột, thỏ, lửng, cáo, rái cá và thỏ rừng, nhưng sau đó, theo thời gian Kerry trở thành một con chó làm việc chung được sử dụng cho nhiều công việc khác nhau bao gồm chăn gia súc và cừu, và cũng đóng vai trò một chó bảo vệ. Ngày nay, Kerry đã lan rộng khắp thế giới như một giống chó đóng vai trò người bạn trung thành và còn là giống chó phục vụ trong lao động. Mặc dù giống chó sục xanh Kerry từng có một chiến thắng trước giống chó Cruft (chương trình trình diễn chó quan trọng nhất của Anh) vào năm 2000,[2] giống chó này vẫn được đánh giá là một ""không hợp thời"",[3] và không phổ biến lắm; tuy nhiên, nó không đến nỗi hiếm có như một số giống chó sục khác như Chó sục Skye, Chó sục Sealyham và Chó sục Dandie Dinmont.",https://upload.wikimedia.org/wikipedia/commons/f/f4/Kerry_Blue_Terrier.jpg
komondor,"Chó Komondor hay còn gọi là chó giẻ lau là giống chó chăn cừu của Hungary một trong những giống chó cổ xưa lâu đời và độc đáo nhất thế giới với ngoại hình đặc biệt với việc chúng mang trên mình bộ lông to bản và dài chấm đất tạo nên một ngoại hình rườm rà. Sở hữu bộ lông dày, dài và xoắn bện lại với nhau nên giống chó Komondor thường bị nhầm tưởng với con quái vật giống chiếc giẻ lau nhà. Với ngoại hình to lớn, xù xì, loài chó canh giống Hungary giống như những chiếc giẻ lau nhà biết cử động. Chúng cũng có bộ lông dài giống 1 chú chó Puli nhưng chỉ khác là lông của chúng là màu trắng.
Ngoài việc làm cảnh, người ta nuôi chúng để giữ nhà. Chó Komodor có thể chăn cừu, nhờ bộ lông dài dễ ngụy trang, chúng sẽ không làm cho lũ cừu hoảng sợ và tránh được những cú cắn của chó sói đồng thời giữ ấm được cơ thể. Giống chó này thường được ca tụng bởi sự trung thành và tính hòa đồng với các loài động vật khác. Tuy không còn được sử dụng nhiều như một chú chó bảo vệ, loài này vẫn giữ được bản tính thích che chở của mình.",https://upload.wikimedia.org/wikipedia/commons/8/8b/Komondor_delvin.jpg
giẻ lau,"Chó Komondor hay còn gọi là chó giẻ lau là giống chó chăn cừu của Hungary một trong những giống chó cổ xưa lâu đời và độc đáo nhất thế giới với ngoại hình đặc biệt với việc chúng mang trên mình bộ lông to bản và dài chấm đất tạo nên một ngoại hình rườm rà. Sở hữu bộ lông dày, dài và xoắn bện lại với nhau nên giống chó Komondor thường bị nhầm tưởng với con quái vật giống chiếc giẻ lau nhà. Với ngoại hình to lớn, xù xì, loài chó canh giống Hungary giống như những chiếc giẻ lau nhà biết cử động. Chúng cũng có bộ lông dài giống 1 chú chó Puli nhưng chỉ khác là lông của chúng là màu trắng.
Ngoài việc làm cảnh, người ta nuôi chúng để giữ nhà. Chó Komodor có thể chăn cừu, nhờ bộ lông dài dễ ngụy trang, chúng sẽ không làm cho lũ cừu hoảng sợ và tránh được những cú cắn của chó sói đồng thời giữ ấm được cơ thể. Giống chó này thường được ca tụng bởi sự trung thành và tính hòa đồng với các loài động vật khác. Tuy không còn được sử dụng nhiều như một chú chó bảo vệ, loài này vẫn giữ được bản tính thích che chở của mình.",https://upload.wikimedia.org/wikipedia/commons/8/8b/Komondor_delvin.jpg
kuvasz,"Chó Kuvasz là một giống chó cổ của một giống chó nông trại có nguồn gốc từ Hungary. Nói về các tài liệu có đề cập đến giống chó này, có thể nhắc đến các văn bản của Hungary xưa. Nó đã từng được sử dụng như một con chó bảo vệ hoàng gia, hoặc để bảo vệ vật nuôi, nhưng ngày càng được tìm thấy được nuôi với mục đích làm vật nuôi trong nhà trong suốt 70 năm qua.
Nguồn gốc: Hungary, Ba Lan
Tính khí: Thông minh, Trung thành, Độc lập, Phòng vệ, Clownish, Patient
Tuổi thọ: 10 đến 12 năm
Chiều cao: Đực: 70–76 cm, Cái: 65–70 cm
Cân nặng: Đực: 45–52 kg, Cái: 35–40 kg
Màu: Trắng",https://upload.wikimedia.org/wikipedia/commons/7/76/Kuvasz_named_Kan.jpg
hungarian kuvasz,"Chó Kuvasz là một giống chó cổ của một giống chó nông trại có nguồn gốc từ Hungary. Nói về các tài liệu có đề cập đến giống chó này, có thể nhắc đến các văn bản của Hungary xưa. Nó đã từng được sử dụng như một con chó bảo vệ hoàng gia, hoặc để bảo vệ vật nuôi, nhưng ngày càng được tìm thấy được nuôi với mục đích làm vật nuôi trong nhà trong suốt 70 năm qua.
Nguồn gốc: Hungary, Ba Lan
Tính khí: Thông minh, Trung thành, Độc lập, Phòng vệ, Clownish, Patient
Tuổi thọ: 10 đến 12 năm
Chiều cao: Đực: 70–76 cm, Cái: 65–70 cm
Cân nặng: Đực: 45–52 kg, Cái: 35–40 kg
Màu: Trắng",https://upload.wikimedia.org/wikipedia/commons/7/76/Kuvasz_named_Kan.jpg
labrador retriever,"Chó tha mồi Labrador thường được gọi với tên thân thuộc là Lab là một giống chó săn phổ biến ở Mỹ chúng thuộc nhóm chó săn mồi và thường dùng để tha các con mồi về cho chủ trong các cuộc săn. tên gọi Labrador có xuất xứ từ chữ ""labrador"" trong ngôn ngữ Bồ Đào Nha, có nghĩa là người lao động.
Tuổi thọ: 10 – 12 năm (Trưởng thành)
Cân nặng: Đực: 29–36 kg, Cái: 25–32 kg
Tính khí: Even Tempered, Thông minh, Dễ gần, Agile, Kind, Trusting, Gentle
Nguồn gốc: Newfoundland
Các màu: Đen, Chocolate, Yellow
Chiều cao: Đực: 57–62 cm, Cái: 55–60 cm",https://upload.wikimedia.org/wikipedia/commons/0/07/George_Digweed%27s_labrador.jpg
lab,"Chó tha mồi Labrador thường được gọi với tên thân thuộc là Lab là một giống chó săn phổ biến ở Mỹ chúng thuộc nhóm chó săn mồi và thường dùng để tha các con mồi về cho chủ trong các cuộc săn. tên gọi Labrador có xuất xứ từ chữ ""labrador"" trong ngôn ngữ Bồ Đào Nha, có nghĩa là người lao động.
Tuổi thọ: 10 – 12 năm (Trưởng thành)
Cân nặng: Đực: 29–36 kg, Cái: 25–32 kg
Tính khí: Even Tempered, Thông minh, Dễ gần, Agile, Kind, Trusting, Gentle
Nguồn gốc: Newfoundland
Các màu: Đen, Chocolate, Yellow
Chiều cao: Đực: 57–62 cm, Cái: 55–60 cm",https://upload.wikimedia.org/wikipedia/commons/0/07/George_Digweed%27s_labrador.jpg
lakeland terrier,"Chó sục Lakeland là một giống chó lấy tên của từ nơi xuất xứ của nó, Lake District ở Anh. Giống chó là một thành viên có kích thước nhỏ đến trung bình của nhóm chó sục. Tuy có tính cách độc lập, nhưng giống chó này tương tác tốt với chủ sở hữu và tất cả các thành viên trong gia đình và có lợi thế là không gây dị ứng.
Nguồn gốc: Vương Quốc Anh, Anh
Chiều cao: 33 – 38 cm (Trưởng thành, Tới u vai)
Tính khí: Tự tin, Thân thiện, Táo bạo, Thông minh, Độc lập, Trainable
Khối lượng: 7 – 8 kg (Trưởng thành)
Tuổi thọ: 12 đến 16 năm
Các màu: Đen, Grizzle & Tan, Wheaten, Nâu đen, Blue, Đỏ",https://upload.wikimedia.org/wikipedia/commons/7/78/Lakeland_Terrier.jpg
lakies,"Chó sục Lakeland là một giống chó lấy tên của từ nơi xuất xứ của nó, Lake District ở Anh. Giống chó là một thành viên có kích thước nhỏ đến trung bình của nhóm chó sục. Tuy có tính cách độc lập, nhưng giống chó này tương tác tốt với chủ sở hữu và tất cả các thành viên trong gia đình và có lợi thế là không gây dị ứng.
Nguồn gốc: Vương Quốc Anh, Anh
Chiều cao: 33 – 38 cm (Trưởng thành, Tới u vai)
Tính khí: Tự tin, Thân thiện, Táo bạo, Thông minh, Độc lập, Trainable
Khối lượng: 7 – 8 kg (Trưởng thành)
Tuổi thọ: 12 đến 16 năm
Các màu: Đen, Grizzle & Tan, Wheaten, Nâu đen, Blue, Đỏ",https://upload.wikimedia.org/wikipedia/commons/7/78/Lakeland_Terrier.jpg
leonberger,"Chó Leonberger là một giống chó có kích thước khổng lồ. Tên của giống chó này được cho là có nguồn gốc từ thành phố Leonberg ở Baden-Württemberg, Đức. Theo truyền thuyết, Leonberger có ngoại hình là một ""giống chó biểu tượng"", có thể đóng giả sư tử trong chỏm núi của thị trấn.
Cân nặng: Cái: 41–64 kg, Đực: 50–77 kg
Tính khí: Trung thành, Bạo dạn, Loving, Vâng lời, Companionable, Dễ thích nghi
Tuổi thọ: 8 đến 9 năm
Chiều cao: Cái: 65–75 cm, Đực: 72–80 cm
Nguồn gốc: Đức",https://upload.wikimedia.org/wikipedia/commons/7/76/Leonberger_male.jpg
sư tử đức,"Chó Leonberger là một giống chó có kích thước khổng lồ. Tên của giống chó này được cho là có nguồn gốc từ thành phố Leonberg ở Baden-Württemberg, Đức. Theo truyền thuyết, Leonberger có ngoại hình là một ""giống chó biểu tượng"", có thể đóng giả sư tử trong chỏm núi của thị trấn.
Cân nặng: Cái: 41–64 kg, Đực: 50–77 kg
Tính khí: Trung thành, Bạo dạn, Loving, Vâng lời, Companionable, Dễ thích nghi
Tuổi thọ: 8 đến 9 năm
Chiều cao: Cái: 65–75 cm, Đực: 72–80 cm
Nguồn gốc: Đức",https://upload.wikimedia.org/wikipedia/commons/7/76/Leonberger_male.jpg
